Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1912,Larry Gardner,26,US,,L,R,"5' 8""",165,"May 13, 1886",5,143,143,143,143,0,0,0,0,143,0,0,0,0,0,-,0,0,5.8,No,No
1912,Casey Hageman,25,US,,L,R,"5' 10""",186,"May 12, 1887",2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1912,Charley Hall,27,US,,L,R,"6' 1""",187,"Jul 27, 1884",6,35,20,35,34,34,0,0,0,0,0,0,0,0,0,-,1,0,3,No,No
1912,Olaf Henriksen,24,DK,,L,L,"5' 7""",158,"Apr 26, 1888",2,44,7,44,16,0,0,0,0,0,0,0,7,9,16,-,28,1,0.4,No,No
1912,Harry Hooper,24,US,,L,R,"5' 10""",168,"Aug 24, 1887",4,147,147,147,147,0,0,0,0,0,0,1,0,147,147,-,0,0,0.9,No,Yes
1912,Marty Krug,23,DE,,R,R,"5' 9""",165,"Sep 10, 1888",1st,20,11,20,16,0,0,0,4,0,12,0,0,0,0,-,3,2,0.4,No,No
1912,Duffy Lewis,24,US,,R,R,"5' 10""",165,"Apr 18, 1888",3,154,154,154,154,0,0,0,0,0,0,154,0,1,154,-,0,0,2.5,No,No
1912,Les Nunamaker,23,US,,R,R,"6' 2""",190,"Jan 25, 1889",2,35,28,35,35,0,35,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1912,Buck O'Brien,30,US,,R,R,"5' 10""",188,"May 9, 1882",2,37,34,37,37,37,0,0,0,0,0,0,0,0,0,-,0,0,4.8,No,No
1912,Larry Pape,26,US,,R,R,"5' 11""",175,"Jul 21, 1885",3,13,2,13,13,13,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1912,Doug Smith,20,US,,L,L,"5' 10""",168,"May 25, 1892",1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1912,Tris Speaker,24,US,,L,L,"5' 11""",193,"Apr 4, 1888",6,153,153,153,153,0,0,0,0,0,0,0,153,0,153,-,0,0,10.2,No,Yes
1912,Jake Stahl,33,US,,R,R,"6' 2""",195,"Apr 13, 1879",8,95,92,95,92,0,0,92,0,0,0,0,0,0,0,-,3,0,1.8,No,No
1912,Pinch Thomas,24,US,,L,R,"5' 9""",173,"Jan 24, 1888",1st,13,6,13,8,0,8,0,0,0,0,0,0,0,0,-,6,0,0,No,No
1912,Ben Van Dyke,23,US,,R,L,"6' 1""",150,"Aug 15, 1888",2,3,1,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1912,Heinie Wagner,31,US,,R,R,"5' 9""",183,"Sep 23, 1880",8,144,144,144,144,0,0,0,0,0,144,0,0,0,0,-,0,0,2.9,No,No
1912,Smoky Joe Wood,22,US,,R,R,"5' 11""",180,"Oct 25, 1889",5,43,38,43,43,43,0,0,0,0,0,0,0,0,0,-,0,0,11.5,No,No
1912,Steve Yerkes,24,US,,R,R,"5' 9""",165,"May 15, 1888",3,131,130,131,131,0,0,0,131,0,0,0,0,0,0,-,0,0,$0,No,No
1913,Fred Anderson,27,US,,R,R,"6' 2""",180,"Dec 11, 1885",2,10,8,10,10,10,0,0,0,0,0,0,0,0,0,-,0,0,-1.9,No,No
1913,Neal Ball,32,US,,R,R,"5' 7""",145,"Apr 22, 1881",7,26,16,26,18,0,0,0,10,1,7,0,0,0,0,-,3,6,-0.3,No,No
1913,Hugh Bedient,23,US,,R,R,"6' 0""",185,"Oct 23, 1889",2,43,28,43,43,43,0,0,0,0,0,0,0,0,0,-,0,0,4.1,No,No
1913,Forrest Cady,27,US,,R,R,"6' 2""",179,"Jan 26, 1886",2,40,29,40,39,0,39,0,0,0,0,0,0,0,0,-,2,0,0,No,No
1913,Bill Carrigan,29,US,,R,R,"5' 9""",175,"Oct 22, 1883",7,87,78,87,82,0,82,0,0,0,0,0,0,0,0,-,6,0,2.1,No,No
1913,Esty Chaney,22,US,,R,R,"5' 11""",170,"Jan 29, 1891",1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1913,Ray Collins,26,US,,L,L,"6' 1""",185,"Feb 11, 1887",5,31,30,31,30,30,0,0,0,0,0,0,0,0,0,-,1,0,5.6,No,No
1913,Clyde Engle,29,US,,R,R,"5' 10""",190,"Mar 19, 1884",5,143,133,143,136,0,0,134,0,0,0,0,1,1,2,-,8,0,2.3,No,No
1913,Rube Foster,25,US,,R,R,"5' 7""",170,"Jan 5, 1888",1st,20,8,20,19,19,0,0,0,0,0,0,0,0,0,-,0,1,0.2,No,No
1913,Larry Gardner,27,US,,L,R,"5' 8""",165,"May 13, 1886",6,131,129,131,130,0,0,0,0,130,0,0,0,0,0,-,2,0,$2,No,No
1913,Charley Hall,28,US,,L,R,"6' 1""",187,"Jul 27, 1884",7,43,5,43,36,35,0,0,1,0,0,0,0,0,0,-,7,0,-0.8,No,No
1913,Olaf Henriksen,25,DK,,L,L,"5' 7""",158,"Apr 26, 1888",3,32,4,32,8,0,0,0,0,0,0,6,2,0,8,-,23,1,0.5,No,No
1913,Harry Hooper,25,US,,L,R,"5' 10""",168,"Aug 24, 1887",5,148,146,148,147,1,0,0,0,0,0,1,9,137,147,-,1,0,3.1,No,Yes
1913,Hal Janvrin,20,US,,R,R,"5' 11""",168,"Aug 27, 1892",2,89,75,89,81,0,0,6,8,21,47,0,0,0,0,-,6,3,-0.6,No,No
1913,Dutch Leonard,21,US,,L,L,"5' 10""",185,"Apr 16, 1892",1st,42,28,42,42,42,0,0,0,0,0,0,0,0,0,-,0,0,4.4,No,No
1913,Duffy Lewis,25,US,,R,R,"5' 10""",165,"Apr 18, 1888",4,148,140,148,141,1,0,0,0,1,0,140,0,0,140,-,8,0,2.1,No,No
1913,Paul Maloy,21,US,,R,R,"5' 11""",185,"Jun 4, 1892",1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1913,Earl Moseley,25,US,,R,R,"5' 9""",168,"Sep 7, 1887",1st,24,15,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,1,No,No
1913,Bill Mundy,24,US,,L,L,"5' 10""",154,"Jun 28, 1889",1st,19,14,19,17,0,0,17,0,0,0,0,0,0,0,-,1,1,-0.5,No,No
1913,Les Nunamaker,24,US,,R,R,"6' 2""",190,"Jan 25, 1889",3,31,17,31,27,0,27,0,0,0,0,0,0,0,0,-,5,0,-0.1,No,No
1913,Buck O'Brien,31,US,,R,R,"5' 10""",188,"May 9, 1882",3,15,12,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,0.7,No,No
1913,Wally Rehg,24,US,,R,R,"5' 8""",160,"Aug 31, 1888",2,30,24,30,26,0,0,0,0,0,0,8,3,16,26,-,5,0,-0.3,No,No
1913,Wally Snell,24,US,,R,R,"5' 10""",170,"May 19, 1889",1st,6,2,6,2,0,2,0,0,0,0,0,0,0,0,-,4,0,-0.1,No,No
1913,Tris Speaker,25,US,,L,L,"5' 11""",193,"Apr 4, 1888",7,141,138,141,139,0,0,0,0,0,0,0,139,0,139,-,2,0,$9,No,Yes
1913,Jake Stahl,34,US,,R,R,"6' 2""",195,"Apr 13, 1879",9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-,2,0,0,No,No
1913,Pinch Thomas,25,US,,L,R,"5' 9""",173,"Jan 24, 1888",2,38,25,38,29,0,29,0,0,0,0,0,0,0,0,-,9,0,0.3,No,No
1913,Heinie Wagner,32,US,,R,R,"5' 9""",183,"Sep 23, 1880",9,110,108,110,109,0,0,0,5,1,103,0,0,0,0,-,1,0,0.3,No,No
1913,Smoky Joe Wood,23,US,,R,R,"5' 11""",180,"Oct 25, 1889",6,26,18,26,23,23,0,0,0,0,0,0,0,0,0,-,1,2,$4,No,No
1913,Steve Yerkes,25,US,,R,R,"5' 9""",165,"May 15, 1888",4,138,129,138,130,0,0,0,130,0,0,0,0,0,0,-,8,0,1,No,No
1914,Hugh Bedient,24,US,,R,R,"6' 0""",185,"Oct 23, 1889",3,42,16,42,42,42,0,0,0,0,0,0,0,0,0,-,0,0,-2,No,No
1914,Forrest Cady,28,US,,R,R,"6' 2""",179,"Jan 26, 1886",3,62,49,62,58,0,58,0,0,0,0,0,0,0,0,-,4,0,1.2,No,No
1914,Bill Carrigan,30,US,,R,R,"5' 9""",175,"Oct 22, 1883",8,83,64,83,79,0,79,0,0,0,0,0,0,0,0,-,6,0,2.8,No,No
1914,Ray Collins,27,US,,L,L,"6' 1""",185,"Feb 11, 1887",6,39,30,39,39,39,0,0,0,0,0,0,0,0,0,-,0,0,4,No,No
1914,Guy Cooper,21,US,,B,R,"6' 1""",185,"Jan 28, 1893",1st,10,1,10,9,9,0,0,0,0,0,0,0,0,0,-,1,0,-0.5,No,No
1914,Fritz Coumbe,24,US,,L,L,"6' 0""",152,"Dec 13, 1889",1st,17,5,17,17,17,0,0,0,0,0,0,0,0,0,-,0,0,1,No,No
1914,Clyde Engle,30,US,,R,R,"5' 10""",190,"Mar 19, 1884",6,59,29,59,38,0,0,29,5,3,0,0,0,1,1,-,19,3,-0.8,No,No
1914,Rube Foster,26,US,,R,R,"5' 7""",170,"Jan 5, 1888",2,34,27,34,32,32,0,0,0,0,0,0,0,0,0,-,0,2,3.7,No,No
1914,Del Gainer,27,US,,R,R,"6' 0""",180,"Nov 10, 1886",5,38,20,38,29,0,0,18,11,0,0,0,1,0,1,-,10,0,0.7,No,No
1914,Larry Gardner,28,US,,L,R,"5' 8""",165,"May 13, 1886",7,155,153,155,153,0,0,0,0,153,0,0,0,0,0,-,2,0,3.8,No,No
1914,Vean Gregg,29,US,,R,L,"6' 1""",185,"Apr 13, 1885",4,12,9,12,12,12,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1914,Olaf Henriksen,26,DK,,L,L,"5' 7""",158,"Apr 26, 1888",4,67,16,67,31,0,0,0,0,0,0,9,12,11,31,-,37,3,0.3,No,No
1914,Dick Hoblitzell,25,US,,L,R,"6' 0""",172,"Oct 26, 1888",7,69,67,69,68,0,0,68,0,0,0,0,0,0,0,-,0,1,1.7,No,No
1914,Harry Hooper,26,US,,L,R,"5' 10""",168,"Aug 24, 1887",6,142,136,142,140,0,0,0,0,0,0,0,2,139,140,-,1,1,3.6,No,Yes
1914,Hal Janvrin,21,US,,R,R,"5' 11""",168,"Aug 27, 1892",3,145,135,145,140,0,0,58,62,6,22,0,0,0,0,-,2,3,0.9,No,No
1914,Rankin Johnson,26,US,,R,R,"6' 1""",185,"Feb 4, 1888",1st,16,13,16,16,16,0,0,0,0,0,0,0,0,0,-,0,0,0.5,No,No
1914,Ed Kelly,25,US,,R,R,"5' 11""",173,"Dec 10, 1888",1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1914,Dutch Leonard,22,US,,L,L,"5' 10""",185,"Apr 16, 1892",2,36,25,36,36,36,0,0,0,0,0,0,0,0,0,-,0,0,9.4,No,No
1914,Duffy Lewis,26,US,,R,R,"5' 10""",165,"Apr 18, 1888",5,147,142,147,144,0,0,0,0,0,0,144,0,0,144,-,5,0,3.1,No,No
1914,Les Nunamaker,25,US,,R,R,"6' 2""",190,"Jan 25, 1889",4,5,0,5,4,0,3,1,0,0,0,0,0,0,0,-,2,0,0.2,No,No
1914,Larry Pratt,26,US,,R,R,"6' 0""",183,"Oct 8, 1887",1st,5,1,5,5,0,5,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1914,Wally Rehg,25,US,,R,R,"5' 8""",160,"Aug 31, 1888",3,89,26,89,44,0,0,0,0,0,0,15,0,30,44,-,49,3,-0.6,No,No
1914,Babe Ruth,19,US,,L,L,"6' 2""",215,"Feb 6, 1895",1st,5,3,5,4,4,0,0,0,0,0,0,0,0,0,-,1,0,$0,No,Yes
1914,Everett Scott,21,US,,R,R,"5' 8""",148,"Nov 19, 1892",1st,144,142,144,143,0,0,0,0,0,143,0,0,0,0,-,1,0,2.5,No,No
1914,Ernie Shore,23,US,,R,R,"6' 4""",220,"Mar 24, 1891",2,20,16,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,$2,No,No
1914,Tris Speaker,26,US,,L,L,"5' 11""",193,"Apr 4, 1888",8,158,157,158,157,1,0,1,0,0,0,0,157,0,157,-,1,0,$10,No,Yes
1914,Bill Swanson,25,US,,B,R,"5' 6""",156,"Oct 12, 1888",1st,11,4,11,10,0,0,0,7,3,0,0,0,0,0,-,2,0,-0.1,No,No
1914,Pinch Thomas,26,US,,L,R,"5' 9""",173,"Jan 24, 1888",3,68,45,68,67,0,66,1,0,0,0,0,0,0,0,-,1,0,-1,No,No
1914,George Wilson,25,US,,B,R,"5' 9""",170,"Mar 29, 1889",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0,No,No
1914,Smoky Joe Wood,24,US,,R,R,"5' 11""",180,"Oct 25, 1889",7,23,14,23,18,18,0,0,0,0,0,0,0,0,0,-,2,3,$2,No,No
1914,Steve Yerkes,26,US,,R,R,"5' 9""",165,"May 15, 1888",5,93,86,93,92,0,0,0,92,0,0,0,0,0,0,-,2,0,0.4,No,No
1914,Matt Zieser,25,US,,R,R,"5' 10""",170,"Sep 25, 1888",1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1915,Jack Barry,28,US,,R,R,"5' 9""",158,"Apr 26, 1887",8,78,77,78,78,0,0,0,78,0,0,0,0,0,0,-,0,0,2,No,No
1915,Forrest Cady,29,US,,R,R,"6' 2""",179,"Jan 26, 1886",4,78,65,78,77,0,77,1,0,0,0,0,0,0,0,-,2,0,1.6,No,No
1915,Bill Carrigan,31,US,,R,R,"5' 9""",175,"Oct 22, 1883",9,46,30,46,44,0,44,0,0,0,0,0,0,0,0,-,4,0,0.6,No,No
1915,Ray Collins,28,US,,L,L,"6' 1""",185,"Feb 11, 1887",7,25,9,25,25,25,0,0,0,0,0,0,0,0,0,-,0,0,-0.5,No,No
1915,Ralph Comstock,27,US,,R,R,"5' 10""",168,"Nov 24, 1887",2,3,0,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1915,Guy Cooper,22,US,,B,R,"6' 1""",185,"Jan 28, 1893",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1915,Rube Foster,27,US,,R,R,"5' 7""",170,"Jan 5, 1888",3,41,33,41,37,37,0,0,0,0,0,0,0,0,0,-,1,3,5.6,No,No
1915,Del Gainer,28,US,,R,R,"6' 0""",180,"Nov 10, 1886",6,82,48,82,62,0,0,56,0,0,0,0,5,1,6,-,24,0,$2,No,No
1915,Larry Gardner,29,US,,L,R,"5' 8""",165,"May 13, 1886",8,127,127,127,127,0,0,0,0,127,0,0,0,0,0,-,0,0,2.3,No,No
1915,Vean Gregg,30,US,,R,L,"6' 1""",185,"Apr 13, 1885",5,18,9,18,18,18,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1915,Raymond Haley,24,US,,R,R,"5' 11""",180,"Jan 23, 1891",1st,5,1,5,4,0,4,0,0,0,0,0,0,0,0,-,1,0,0,No,No
1915,Olaf Henriksen,27,DK,,L,L,"5' 7""",158,"Apr 26, 1888",5,73,11,73,25,0,0,0,0,0,0,9,4,12,25,-,50,3,-0.1,No,No
1915,Dick Hoblitzell,26,US,,L,R,"6' 0""",172,"Oct 26, 1888",8,124,112,124,117,0,0,117,0,0,0,0,0,0,0,-,8,1,3,No,No
1915,Harry Hooper,27,US,,L,R,"5' 10""",168,"Aug 24, 1887",7,149,147,149,149,0,0,0,0,0,0,0,0,149,149,-,0,0,3.1,No,Yes
1915,Hal Janvrin,22,US,,R,R,"5' 11""",168,"Aug 27, 1892",4,100,77,100,92,0,0,0,8,19,65,0,0,0,0,-,8,6,1,No,No
1915,Dutch Leonard,23,US,,L,L,"5' 10""",185,"Apr 16, 1892",3,32,21,32,32,32,0,0,0,0,0,0,0,0,0,-,0,0,4.4,No,No
1915,Duffy Lewis,27,US,,R,R,"5' 10""",165,"Apr 18, 1888",6,152,150,152,152,0,0,0,0,0,0,152,0,0,152,-,0,0,3.2,No,No
1915,Carl Mays,23,US,,L,R,"5' 11""",195,"Nov 12, 1891",1st,38,6,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,1,No,No
1915,Mike McNally,21,US,,R,R,"5' 11""",150,"Sep 13, 1893",1st,25,13,25,23,0,0,0,6,17,0,0,0,0,0,-,0,3,-0.5,No,No
1915,Herb Pennock,21,US,,B,L,"6' 0""",160,"Feb 10, 1894",4,6,1,6,5,5,0,0,0,0,0,0,0,0,0,-,0,1,-0.8,No,Yes
1915,Wally Rehg,26,US,,R,R,"5' 8""",160,"Aug 31, 1888",4,5,0,5,1,0,0,0,0,0,0,0,0,1,1,-,3,1,0,No,No
1915,Bill Rodgers,28,US,,L,R,"5' 9""",170,"Apr 18, 1887",1st,11,0,11,6,0,0,0,6,0,0,0,0,0,0,-,6,1,0,No,No
1915,Babe Ruth,20,US,,L,L,"6' 2""",215,"Feb 6, 1895",2,42,28,42,32,32,0,0,0,0,0,0,0,0,0,-,11,0,$4,No,Yes
1915,Everett Scott,22,US,,R,R,"5' 8""",148,"Nov 19, 1892",2,101,96,101,100,0,0,0,0,0,100,0,0,0,0,-,1,1,0.1,No,No
1915,Ernie Shore,24,US,,R,R,"6' 4""",220,"Mar 24, 1891",3,38,32,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,4.9,No,No
1915,Chick Shorten,23,US,,L,L,"6' 0""",175,"Apr 19, 1892",1st,6,2,6,5,0,0,0,0,0,0,0,4,1,5,-,1,1,-0.1,No,No
1915,Tris Speaker,27,US,,L,L,"5' 11""",193,"Apr 4, 1888",9,151,150,151,150,0,0,0,0,0,0,0,150,1,150,-,0,1,$7,No,Yes
1915,Pinch Thomas,27,US,,L,R,"5' 9""",173,"Jan 24, 1888",4,86,59,86,82,0,82,0,0,0,0,0,0,0,0,-,5,0,1,No,No
1915,Heinie Wagner,34,US,,R,R,"5' 9""",183,"Sep 23, 1880",10,85,75,85,81,0,0,0,79,1,0,1,0,0,1,-,5,0,0.7,No,No
1915,Smoky Joe Wood,25,US,,R,R,"5' 11""",180,"Oct 25, 1889",8,31,16,31,25,25,0,0,0,0,0,0,0,0,0,-,2,4,$6,No,No
1916,Sam Agnew,29,US,,R,R,"5' 11""",185,"Apr 12, 1887",4,40,17,40,38,0,38,0,0,0,0,0,0,0,0,-,4,0,0.9,No,No
1916,Jack Barry,29,US,,R,R,"5' 9""",158,"Apr 26, 1887",9,94,93,94,94,0,0,0,94,0,0,0,0,0,0,-,0,0,-0.6,No,No
1916,Forrest Cady,30,US,,R,R,"6' 2""",179,"Jan 26, 1886",5,78,51,78,67,0,64,3,0,0,0,0,0,0,0,-,12,0,-0.5,No,No
1916,Bill Carrigan,32,US,,R,R,"5' 9""",175,"Oct 22, 1883",10,33,25,33,27,0,27,0,0,0,0,0,0,0,0,-,6,0,0.2,No,No
1916,Rube Foster,28,US,,R,R,"5' 7""",170,"Jan 5, 1888",4,38,19,38,34,33,0,0,0,0,0,1,0,0,1,-,2,2,1.4,No,No
1916,Del Gainer,29,US,,R,R,"6' 0""",180,"Nov 10, 1886",7,57,39,57,50,0,0,48,2,0,0,0,0,0,0,-,8,0,$1,No,No
1916,Larry Gardner,30,US,,L,R,"5' 8""",165,"May 13, 1886",9,150,146,150,149,0,0,0,0,149,0,0,0,0,0,-,2,0,4.7,No,No
1916,Vean Gregg,31,US,,R,L,"6' 1""",185,"Apr 13, 1885",6,21,7,21,21,21,0,0,0,0,0,0,0,0,0,-,0,0,0.7,No,No
1916,Raymond Haley,25,US,,R,R,"5' 11""",180,"Jan 23, 1891",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,1,0,0,No,No
1916,Olaf Henriksen,28,DK,,L,L,"5' 7""",158,"Apr 26, 1888",6,70,20,70,31,0,0,0,0,0,0,15,7,9,31,-,35,5,-0.1,No,No
1916,Dick Hoblitzell,27,US,,L,R,"6' 0""",172,"Oct 26, 1888",9,130,113,130,126,0,0,126,0,0,0,0,0,0,0,-,7,0,1.3,No,No
1916,Harry Hooper,28,US,,L,R,"5' 10""",168,"Aug 24, 1887",8,151,150,151,151,0,0,0,0,0,0,0,0,151,151,-,1,0,4,No,Yes
1916,Hal Janvrin,23,US,,R,R,"5' 11""",168,"Aug 27, 1892",5,115,84,115,104,0,0,5,40,4,59,0,0,0,0,-,13,6,0.3,No,No
1916,Sad Sam Jones,23,US,,R,R,"6' 0""",170,"Jul 26, 1892",3,13,0,13,13,12,0,0,0,0,0,1,0,0,1,-,0,0,-0.2,No,No
1916,Dutch Leonard,24,US,,L,L,"5' 10""",185,"Apr 16, 1892",4,48,35,48,48,48,0,0,0,0,0,0,0,0,0,-,0,0,5.3,No,No
1916,Duffy Lewis,28,US,,R,R,"5' 10""",165,"Apr 18, 1888",7,152,150,152,151,0,0,0,0,0,0,136,15,0,151,-,1,0,1.5,No,No
1916,Carl Mays,24,US,,L,R,"5' 11""",195,"Nov 12, 1891",2,48,24,48,44,44,0,0,0,0,0,0,0,0,0,-,4,0,5.6,No,No
1916,Marty McHale,29,US,,R,R,"5' 11""",174,"Oct 30, 1886",6,2,1,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1916,Mike McNally,22,US,,R,R,"5' 11""",150,"Sep 13, 1893",2,90,33,90,58,0,0,0,35,15,9,0,0,0,0,-,4,32,-0.6,No,No
1916,Herb Pennock,22,US,,B,L,"6' 0""",160,"Feb 10, 1894",5,11,2,11,9,9,0,0,0,0,0,0,0,0,0,-,1,1,0.1,No,Yes
1916,Babe Ruth,21,US,,L,L,"6' 2""",215,"Feb 6, 1895",3,68,40,68,44,44,0,0,0,0,0,0,0,0,0,-,25,0,$10,No,Yes
1916,Everett Scott,23,US,,R,R,"5' 8""",148,"Nov 19, 1892",3,123,114,123,123,0,0,0,1,1,121,0,0,0,0,-,1,0,1.7,No,No
1916,Ernie Shore,25,US,,R,R,"6' 4""",220,"Mar 24, 1891",4,38,28,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,1.9,No,No
1916,Chick Shorten,24,US,,L,L,"6' 0""",175,"Apr 19, 1892",2,54,22,54,33,0,0,0,0,0,0,13,19,2,33,-,22,3,0,No,No
1916,Pinch Thomas,28,US,,L,R,"5' 9""",173,"Jan 24, 1888",5,100,63,100,91,0,91,0,0,0,0,0,0,0,0,-,15,0,1.9,No,No
1916,Heinie Wagner,35,US,,R,R,"5' 9""",183,"Sep 23, 1880",11,4,1,4,4,0,0,0,1,2,1,0,0,0,0,-,0,0,0.2,No,No
1916,Tillie Walker,28,US,,R,R,"5' 11""",165,"Sep 4, 1887",6,128,123,128,128,0,0,0,0,0,0,3,125,0,128,-,2,0,2,No,No
1916,Jimmy Walsh,28,IE,,R,R,"5' 10""",170,"Aug 24, 1887",5,14,4,14,8,0,0,0,0,2,0,1,3,2,6,-,5,2,0,No,No
1916,Weldon Wyckoff,25,US,,R,R,"6' 1""",175,"Feb 19, 1891",4,9,0,9,8,8,0,0,0,0,0,0,0,0,0,-,0,1,-0.3,No,No
1917,Sam Agnew,30,US,,R,R,"5' 11""",185,"Apr 12, 1887",5,85,75,85,85,0,85,0,0,0,0,0,0,0,0,-,2,0,0.3,No,No
1917,Lore Bader,29,US,,L,R,"6' 0""",175,"Apr 27, 1888",2,15,1,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,0.4,No,No
1917,Jack Barry,30,US,,R,R,"5' 9""",158,"Apr 26, 1887",10,116,116,116,116,0,0,0,116,0,0,0,0,0,0,-,0,0,1.6,No,No
1917,Forrest Cady,31,US,,R,R,"6' 2""",179,"Jan 26, 1886",6,18,11,18,14,0,14,0,0,0,0,0,0,0,0,-,4,0,-0.4,No,No
1917,Jimmy Cooney,22,US,,R,R,"5' 11""",160,"Aug 24, 1894",1st,11,10,11,11,0,0,0,10,0,1,0,0,0,0,-,0,0,0.3,No,No
1917,Rube Foster,29,US,,R,R,"5' 7""",170,"Jan 5, 1888",5,17,16,17,17,17,0,0,0,0,0,0,0,0,0,-,0,0,1.5,No,No
1917,Del Gainer,30,US,,R,R,"6' 0""",180,"Nov 10, 1886",8,52,44,52,50,0,0,50,0,0,0,0,0,0,0,-,6,0,2,No,No
1917,Larry Gardner,31,US,,L,R,"5' 8""",165,"May 13, 1886",10,146,145,146,146,0,0,0,0,146,0,0,0,0,0,-,0,0,4.1,No,No
1917,Olaf Henriksen,29,DK,,L,L,"5' 7""",158,"Apr 26, 1888",7,15,0,15,0,0,0,0,0,0,0,0,0,0,0,-,15,0,0,No,No
1917,Dick Hoblitzell,28,US,,L,R,"6' 0""",172,"Oct 26, 1888",10,121,113,121,118,0,0,118,0,0,0,0,0,0,0,-,8,0,2.4,No,No
1917,Harry Hooper,29,US,,L,R,"5' 10""",168,"Aug 24, 1887",9,151,151,151,151,0,0,0,0,0,0,0,0,151,151,-,0,0,3.2,No,Yes
1917,Hal Janvrin,24,US,,R,R,"5' 11""",168,"Aug 27, 1892",6,55,28,55,51,0,0,1,38,0,12,0,0,0,0,-,7,2,-0.1,No,No
1917,Sad Sam Jones,24,US,,R,R,"6' 0""",170,"Jul 26, 1892",4,9,1,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1917,Dutch Leonard,25,US,,L,L,"5' 10""",185,"Apr 16, 1892",5,37,36,37,37,37,0,0,0,0,0,0,0,0,0,-,0,0,4.4,No,No
1917,Duffy Lewis,29,US,,R,R,"5' 10""",165,"Apr 18, 1888",8,150,147,150,150,0,0,0,0,0,0,150,0,0,150,-,1,0,3.9,No,No
1917,Wally Mayer,26,US,,R,R,"5' 11""",168,"Jul 8, 1890",5,4,4,4,4,0,4,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1917,Carl Mays,25,US,,L,R,"5' 11""",195,"Nov 12, 1891",3,35,33,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,6.6,No,No
1917,Mike McNally,23,US,,R,R,"5' 11""",150,"Sep 13, 1893",3,42,15,42,28,0,0,0,6,14,8,0,0,0,0,-,0,18,0.7,No,No
1917,Herb Pennock,23,US,,B,L,"6' 0""",160,"Feb 10, 1894",6,24,5,24,24,24,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,Yes
1917,Babe Ruth,22,US,,L,L,"6' 2""",215,"Feb 6, 1895",4,52,38,52,41,41,0,0,0,0,0,0,0,0,0,-,11,0,$9,No,Yes
1917,Everett Scott,24,US,,R,R,"5' 8""",148,"Nov 19, 1892",4,157,157,157,157,0,0,0,0,0,157,0,0,0,0,-,0,0,2.9,No,No
1917,Ernie Shore,26,US,,R,R,"6' 4""",220,"Mar 24, 1891",5,29,27,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,2.5,No,No
1917,Chick Shorten,25,US,,L,L,"6' 0""",175,"Apr 19, 1892",3,69,35,69,43,0,0,0,0,0,0,11,25,8,43,-,30,0,-0.9,No,No
1917,Pinch Thomas,29,US,,L,R,"5' 9""",173,"Jan 24, 1888",6,83,67,83,77,0,77,0,0,0,0,0,0,0,0,-,9,0,1,No,No
1917,Tillie Walker,29,US,,R,R,"5' 11""",165,"Sep 4, 1887",7,106,93,106,96,0,0,0,0,0,0,0,96,0,96,-,12,0,1.4,No,No
1917,Jimmy Walsh,29,IE,,R,R,"5' 10""",170,"Aug 24, 1887",6,57,45,57,47,0,0,0,0,0,0,2,44,2,47,-,10,1,0.9,No,No
